iShares Core MSCI Emerging Markets ETF
Inception Date,"Oct 18, 2012"
Fund Holdings as of,"05-Aug-2015"
Total Net Assets,"$7,149,741,212"
Shares Outstanding,"162,200,000"
Stock,"99.12"
Bond,"0.00"
Cash,"0.39"
Other,"0.50"
 
Ticker,Name,ISIN,SEDOL,Weight (%),Sector,Asset Class,Country,Market Value,Shares,Price,Exchange,Currency,Market Currency,FX Rate,Notional Value
"639","SHOUGANG FUSHAN RESOURCES GROUP LT","HK0639031506","6354671","0.0126","Materials","Equity","China","$905,573","5,850,000","0.15","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"BUPACL","BUPA CHILE SA","CL0002141019","BTJR9Y1","0.0125","Health Care","Equity","Chile","$902,479","1,141,536","0.79","Santiago Stock Exchange","USD","CLP","683.04","-"
"2367","UNITECH PRINTED CIRCUIT BOARD CORP","TW0002367000","6096423","0.0125","Information Technology","Equity","Taiwan","$902,367","2,481,000","0.36","Taiwan Stock Exchange","USD","TWD","31.62","-"
"6415","SILERGY CORP","KYG8190F1028","BH4DMW9","0.0125","Information Technology","Equity","Taiwan","$901,751","99,000","9.11","Taiwan Stock Exchange","USD","TWD","31.62","-"
"053800","AHNLAB INC.","KR7053800009","6406271","0.0125","Information Technology","Equity","Korea (South)","$901,297","21,969","41.03","Korea Exchange (Kosdaq)","USD","KRW","1,173.65","-"
"ARA*","CONSORCIO ARA","MXP001161019","B1TV969","0.0125","Consumer Discretionary","Equity","Mexico","$898,923","2,186,800","0.41","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","16.37","-"
"MTA","METAIR INVESTMENT LTD","ZAE000090692","B1Q2LT2","0.0125","Consumer Discretionary","Equity","South Africa","$898,541","311,996","2.88","Johannesburg Stock Exchange","USD","ZAR","12.80","-"
"3062","CYBERTAN TECHNOLOGY INC.","TW0003062006","6651918","0.0125","Information Technology","Equity","Taiwan","$898,107","1,632,000","0.55","Taiwan Stock Exchange","USD","TWD","31.62","-"
"AIRA","AIRASIA BHD","MYL5099OO006","B03J9L7","0.0125","Industrials","Equity","Malaysia","$896,657","2,537,800","0.35","Bursa Malaysia","USD","MYR","3.88","-"
"LINX3","LINX SA","BRLINXACNOR0","B9DL3B4","0.0125","Information Technology","Equity","Brazil","$896,595","63,400","14.14","XBSP","USD","BRL","3.49","-"
"3705","YUNGSHIN GLOBAL HOLDING LTD","TW0003705000","B680BR7","0.0125","Health Care","Equity","Taiwan","$896,482","593,000","1.51","Taiwan Stock Exchange","USD","TWD","31.62","-"
"ADR","ADCORP HOLDINGS LTD","ZAE000000139","6006778","0.0124","Industrials","Equity","South Africa","$891,317","356,506","2.50","Johannesburg Stock Exchange","USD","ZAR","12.80","-"
"3030","TEST RESEARCH INC.","TW0003030003","6338921","0.0123","Information Technology","Equity","Taiwan","$887,784","550,400","1.61","Taiwan Stock Exchange","USD","TWD","31.62","-"
"IRAO","INTER RAO EES","RU000A0JPNM1","B5B2VL7","0.0123","Utilities","Equity","Russian Federation","$886,160","49,321,000","0.02","Standard-Classica-Forts","USD","RUB","62.92","-"
"2103","TSRC CORP.","TW0002103009","6870876","0.0123","Materials","Equity","Taiwan","$885,882","1,244,900","0.71","Taiwan Stock Exchange","USD","TWD","31.62","-"
"2102","FEDERAL CORP.","TW0002102001","6877316","0.0123","Consumer Discretionary","Equity","Taiwan","$885,384","2,021,264","0.44","Taiwan Stock Exchange","USD","TWD","31.62","-"
"071840","LOTTE HIMART LTD","KR7071840003","B66Z237","0.0123","Consumer Discretionary","Equity","Korea (South)","$882,881","16,318","54.10","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"1366","JIANGNAN GROUP LTD","KYG513831001","B6RRXY0","0.0123","Industrials","Equity","China","$881,927","3,506,000","0.25","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"WABAG","VA TECH WABAG LTD","INE956G01038","B63WX27","0.0122","Utilities","Equity","India","$879,888","74,657","11.79","National Stock Exchange Of India","USD","INR","63.76","-"
"112040","WEMADE ENTERTAIN LTD","KR7112040001","B4Y8TB1","0.0122","Information Technology","Equity","Korea (South)","$878,337","18,675","47.03","Korea Exchange (Kosdaq)","USD","KRW","1,173.65","-"
"200016","KONKA GROUP LTD B","CNE000000347","6803258","0.0122","Consumer Discretionary","Equity","China","$877,204","577,800","1.52","Shenzhen Stock Exchange","USD","HKD","7.75","-"
"003920","NAMYANG DAIRY PRODUCTS CO LTD","KR7003920006","6621201","0.0121","Consumer Staples","Equity","Korea (South)","$871,336","1,369","636.48","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"000640","DONG-A SOCIO HOLDINGS CO. LTD.","KR7000640003","6273163","0.0121","Health Care","Equity","Korea (South)","$870,485","5,772","150.81","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"001430","SEAH BESTEEL CORP","KR7001430008","6494500","0.0121","Materials","Equity","Korea (South)","$867,570","29,471","29.44","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"RENUKA","SHREE RENUKA SUGARS LTD","INE087H01022","B0LNXC0","0.0120","Consumer Staples","Equity","India","$863,613","5,857,406","0.15","National Stock Exchange Of India","USD","INR","63.76","-"
"5203","CYBERLINK","TW0005203004","6292470","0.0120","Information Technology","Equity","Taiwan","$863,418","398,540","2.17","Taiwan Stock Exchange","USD","TWD","31.62","-"
"LWB","LUBELSKI WEGIEL BOGDANKA S.A.","PLLWBGD00016","B543NN3","0.0120","Energy","Equity","Poland","$863,043","66,699","12.94","Warsaw Stock Exchange/Equities/Main Market","USD","PLN","3.84","-"
"LIGT3","LIGHT SA","BRLIGTACNOR2","B0W1X34","0.0120","Utilities","Equity","Brazil","$861,451","214,200","4.02","XBSP","USD","BRL","3.49","-"
"HAR","HARMONY GOLD MINING COMPANY LIMITE","ZAE000015228","6410562","0.0119","Materials","Equity","South Africa","$860,160","917,928","0.94","Johannesburg Stock Exchange","USD","ZAR","12.80","-"
"4915","PRIMAX ELECTRONICS LTD.","TW0004915004","B5M70F8","0.0119","Information Technology","Equity","Taiwan","$859,468","821,000","1.05","Taiwan Stock Exchange","USD","TWD","31.62","-"
"1785","SOLAR APPLIED MATERIALS TECHNOLOGY","TW0001785004","B00LY33","0.0119","Materials","Equity","Taiwan","$858,872","1,375,000","0.62","Gretai Securities Market","USD","TWD","31.62","-"
"2323","CMC MAGNETICS CORP.","TW0002323003","6238485","0.0119","Information Technology","Equity","Taiwan","$856,872","9,031,000","0.09","Taiwan Stock Exchange","USD","TWD","31.62","-"
"TAEE11","TRANSMISSORA ALIANCA DE ENERGIA EL","BRTAEECDAM10","B1G8KX7","0.0119","Utilities","Equity","Brazil","$855,367","147,100","5.81","XBSP","USD","BRL","3.49","-"
"500144","FINOLEX CABLES LTD.","INE235A01022","B1LDTB8","0.0119","Industrials","Equity","India","$854,454","214,008","3.99","National Stock Exchange Of India","USD","INR","63.76","-"
"GTC","GLOBE TRADE CENTRE S.A.","PLGTC0000037","B1BFM59","0.0119","Financials","Equity","Poland","$854,403","548,347","1.56","Warsaw Stock Exchange/Equities/Main Market","USD","PLN","3.84","-"
"2838","UNION BANK OF TAIWAN","TW0002838000","6923372","0.0119","Financials","Equity","Taiwan","$853,294","2,569,511","0.33","Taiwan Stock Exchange","USD","TWD","31.62","-"
"000370","HANWHA GENERAL INSURANCE LTD","KR7000370007","6805801","0.0118","Financials","Equity","Korea (South)","$852,996","141,401","6.03","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"4966","PARADE TECHNOLOGIES LTD","KYG6892A1085","B6RV676","0.0118","Information Technology","Equity","Taiwan","$851,084","117,000","7.27","Gretai Securities Market","USD","TWD","31.62","-"
"CLR","CLOVER INDUSTRIES LTD","ZAE000152377","B4QJ0V9","0.0118","Consumer Staples","Equity","South Africa","$850,589","604,639","1.41","Johannesburg Stock Exchange","USD","ZAR","12.80","-"
"81","CHINA OVERSEAS GRAND OCEANS GROUP","HK0000065737","6803247","0.0118","Financials","Equity","China","$847,910","2,100,000","0.40","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2208","CSBC CORP. TAIWAN","TW0002208006","B3KMM99","0.0117","Industrials","Equity","Taiwan","$845,062","1,994,000","0.42","Taiwan Stock Exchange","USD","TWD","31.62","-"
"003540","DAISHIN SECURITIES","KR7003540002","6251200","0.0117","Financials","Equity","Korea (South)","$844,640","92,215","9.16","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"MBSB","MALAYSIA BUILDING SOCIETY","MYL1171OO007","6556789","0.0117","Financials","Equity","Malaysia","$844,165","1,859,800","0.45","Bursa Malaysia","USD","MYR","3.88","-"
"1368","XTEP INTERNATIONAL HOLDINGS LTD.","KYG982771092","B2RJYH8","0.0117","Consumer Discretionary","Equity","China","$840,741","1,945,500","0.43","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1045","APT SATELLITE HOLDINGS LTD.","BMG0438M1064","6039644","0.0117","Telecommunication Services","Equity","Hong Kong","$839,919","927,500","0.91","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"056190","SFA ENGINEERING CORP","KR7056190002","6430140","0.0117","Information Technology","Equity","Korea (South)","$839,535","23,184","36.21","Korea Exchange (Kosdaq)","USD","KRW","1,173.65","-"
"3211","DYNAPACK INTERNATIONAL TECHNOLOGY","TW0003211009","6732028","0.0117","Information Technology","Equity","Taiwan","$839,429","545,000","1.54","Gretai Securities Market","USD","TWD","31.62","-"
"3382","TIANJIN PORT DEVELOPMENT HOLDINGS","KYG886801060","B1528Y7","0.0117","Industrials","Equity","Hong Kong","$838,916","4,116,000","0.20","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"SUCB","SUPERMAX CORP. BHD","MYL7106OO007","B1V7L36","0.0116","Health Care","Equity","Malaysia","$832,562","1,312,300","0.63","Bursa Malaysia","USD","MYR","3.88","-"
"RALLIS","RALLIS INDIA LTD","INE613A01020","B60CMV2","0.0116","Materials","Equity","India","$831,938","230,760","3.61","National Stock Exchange Of India","USD","INR","63.76","-"
"3336","JU TENG INTERNATIONAL LTD","KYG521051063","B0N6Y91","0.0116","Information Technology","Equity","China","$831,785","1,984,000","0.42","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"CIMSA","CIMSA CIMENTO SANAYII VE TICARET A","TRACIMSA91F9","B03MQV5","0.0115","Materials","Equity","Turkey","$830,283","146,025","5.69","Istanbul Stock Exchange","USD","TRY","2.79","-"
"2352","QISDA CORP.","TW0002352002","6054465","0.0115","Information Technology","Equity","Taiwan","$829,596","2,921,000","0.28","Taiwan Stock Exchange","USD","TWD","31.62","-"
"1589","YEONG GUAN ENERGY TECHNOLOGY GROUP","KYG984291065","B80LWS0","0.0115","Materials","Equity","China","$829,261","138,000","6.01","Taiwan Stock Exchange","USD","TWD","31.62","-"
"2704","AMBASSADOR HOTEL LTD.","TW0002704004","6028653","0.0115","Consumer Discretionary","Equity","Taiwan","$826,605","968,000","0.85","Taiwan Stock Exchange","USD","TWD","31.62","-"
"094840","SUPREMA INC","KR7094840006","B2QQNB7","0.0115","Information Technology","Equity","Korea (South)","$825,882","44,668","18.49","Korea Exchange (Kosdaq)","USD","KRW","1,173.65","-"
"002350","NEXEN TIRE CORP","KR7002350007","6984959","0.0114","Consumer Discretionary","Equity","Korea (South)","$823,790","66,222","12.44","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"LPN.R","LPN DEVELOPMENT THB1(NVDR)","TH0456010R12","B00PXK5","0.0114","Financials","Equity","Thailand","$822,838","1,662,700","0.49","Stock Exchange Of Thailand","USD","THB","35.16","-"
"031430","SHINSEGAE INTERNATIONAL CO. LTD.","KR7031430002","B6SKWR4","0.0114","Consumer Discretionary","Equity","Korea (South)","$822,660","6,290","130.79","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"RAYMOND","RAYMOND LTD","INE301A01014","6143255","0.0114","Consumer Discretionary","Equity","India","$822,460","115,029","7.15","National Stock Exchange Of India","USD","INR","63.76","-"
"095660","NEOWIZ GAMES CORP.","KR7095660007","B1WGT83","0.0114","Information Technology","Equity","Korea (South)","$822,021","43,263","19.00","Korea Exchange (Kosdaq)","USD","KRW","1,173.65","-"
"069110","COSON CO. LTD.","KR7069110005","6696889","0.0114","Industrials","Equity","Korea (South)","$820,222","29,394","27.90","Korea Exchange (Kosdaq)","USD","KRW","1,173.65","-"
"SMSAAM","SOCIEDAD MATRIZ SAAM S.A.","CL0001856989","B565326","0.0114","Industrials","Equity","Chile","$819,494","11,541,174","0.07","Santiago Stock Exchange","USD","CLP","683.04","-"
"967","SOUND GLOBAL LTD","SG1W63939514","B5LFZ70","0.0114","Utilities","Equity","China","$818,382","1,007,000","0.81","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"818","HI SUN TECHNOLOGY (CHINA) LTD.","BMG4512G1261","B17MXJ5","0.0113","Information Technology","Equity","Hong Kong","$816,509","3,813,000","0.21","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"3607","COXON PRECISE INDUSTRIAL CO. LTD.","TW0003607008","B2NTK29","0.0113","Information Technology","Equity","Taiwan","$816,550","479,000","1.70","Taiwan Stock Exchange","USD","TWD","31.62","-"
"MAGNUM","MAGNUM","MYL3859OO005","6609627","0.0113","Consumer Discretionary","Equity","Malaysia","$816,406","1,181,200","0.69","Bursa Malaysia","USD","MYR","3.88","-"
"SPALI.R","SUPALAI NON-VOTING DR PCL","TH0371010R13","6554749","0.0113","Financials","Equity","Thailand","$815,654","1,677,100","0.49","Stock Exchange Of Thailand","USD","THB","35.16","-"
"FLI","FILINVEST LAND INC.","PHY249161019","6341446","0.0113","Financials","Equity","Philippines","$811,410","18,561,000","0.04","Philippine Stock Exchange Inc.","USD","PHP","45.75","-"
"6244","MOTECH INDUSTRIES INC","TW0006244007","6609445","0.0112","Information Technology","Equity","Taiwan","$809,779","692,000","1.17","Gretai Securities Market","USD","TWD","31.62","-"
"2101","NANKANG RUBBER TIRE CORP. LTD.","TW0002101003","6621427","0.0112","Consumer Discretionary","Equity","Taiwan","$808,653","894,000","0.90","Taiwan Stock Exchange","USD","TWD","31.62","-"
"2615","WAN HAI LINES LTD.","TW0002615002","6932334","0.0112","Industrials","Equity","Taiwan","$806,920","938,000","0.86","Taiwan Stock Exchange","USD","TWD","31.62","-"
"ILC","INVERSIONES LA CONSTRUCCION SA","CL0001892547","B6ZJ069","0.0111","Financials","Equity","Chile","$801,013","74,846","10.70","Santiago Stock Exchange","USD","CLP","683.04","-"
"J&KBANK","JAMMU AND KASHMIR BANK LTD","INE168A01041","BQQF4T7","0.0111","Financials","Equity","India","$798,850","473,774","1.69","National Stock Exchange Of India","USD","INR","63.76","-"
"029530","SINDOH LTD","KR7029530003","6782131","0.0111","Information Technology","Equity","Korea (South)","$796,009","15,781","50.44","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"060250","KCP CO. LTD.","KR7060250008","6434562","0.0110","Information Technology","Equity","Korea (South)","$794,838","22,725","34.98","Korea Exchange (Kosdaq)","USD","KRW","1,173.65","-"
"1361","361 DEGREES INTERNATIONAL LTD.","KYG884931042","B51BL70","0.0110","Consumer Discretionary","Equity","China","$791,815","2,265,000","0.35","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"019680","DAEKYO LTD","KR7019680008","6726418","0.0109","Consumer Discretionary","Equity","Korea (South)","$787,901","94,263","8.36","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"951","CHAOWEI POWER HOLDINGS LTD.","KYG204791043","B61TX08","0.0109","Consumer Discretionary","Equity","China","$787,255","1,460,000","0.54","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"GMRINFRA","GMR INFRASTRUCTURE LTD","INE776C01039","B192HJ1","0.0109","Utilities","Equity","India","$786,321","3,555,455","0.22","National Stock Exchange Of India","USD","INR","63.76","-"
"881","ZHONGSHENG GROUP HOLDINGS LTD.","KYG9894K1085","B633D97","0.0108","Consumer Discretionary","Equity","China","$777,523","1,392,000","0.56","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"853","MICROPORT SCIENTIFIC CORP","KYG608371046","B676TW7","0.0108","Health Care","Equity","China","$775,279","1,914,000","0.41","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"3417","EASTERN & ORIENTAL BHD","MYL3417OO002","6468754","0.0108","Financials","Equity","Malaysia","$774,974","1,726,990","0.45","Bursa Malaysia","USD","MYR","3.88","-"
"2608","KERRY TJ LOGISTICS CO. LTD.","TW0002608007","6871772","0.0108","Industrials","Equity","Taiwan","$774,507","685,000","1.13","Taiwan Stock Exchange","USD","TWD","31.62","-"
"ARZZ3","AREZZO INDUSTRIA E SA","BRARZZACNOR3","B3NS1W0","0.0107","Consumer Discretionary","Equity","Brazil","$772,895","131,300","5.89","XBSP","USD","BRL","3.49","-"
"702","SINO OIL & GAS HOLDINGS LTD.","BMG8184U1071","6352233","0.0106","Energy","Equity","China","$763,301","33,430,000","0.02","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"AP.R","AP THAILAND NON-VOTING DR PCL","TH0308010R15","6612670","0.0106","Financials","Equity","Thailand","$762,736","4,545,390","0.17","Stock Exchange Of Thailand","USD","THB","35.16","-"
"LPZ","LOPEZ HOLDINGS CORP","PHY5347P1085","6092313","0.0106","Utilities","Equity","Philippines","$762,056","4,775,900","0.16","Philippine Stock Exchange Inc.","USD","PHP","45.75","-"
"2027","TA CHEN STAINLESS PIPE CO. LTD.","TW0002027000","6873109","0.0106","Materials","Equity","Taiwan","$761,446","1,514,200","0.50","Taiwan Stock Exchange","USD","TWD","31.62","-"
"QNCD","QATAR NATIONAL CEMENT","QA0007227687","6085960","0.0106","Materials","Equity","Qatar","$761,190","23,391","32.54","Qatar Exchange","USD","QAR","3.64","-"
"003570","S&T DYNAMICS LTD","KR7003570009","B11NWF3","0.0106","Industrials","Equity","Korea (South)","$760,491","72,565","10.48","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"TTA.R","THORESEN THAI AGEN THB1(NVDR)","TH0535010R13","6561891","0.0106","Industrials","Equity","Thailand","$760,354","2,138,723","0.36","Stock Exchange Of Thailand","USD","THB","35.16","-"
"769","CHINA RARE EARTH HOLDINGS LTD.","KYG210891001","6181006","0.0104","Materials","Equity","China","$751,413","6,773,200","0.11","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2908","TEST RITE INTERNATIONAL CO. LTD.","TW0002908001","6876454","0.0104","Consumer Discretionary","Equity","Taiwan","$750,263","1,146,000","0.65","Taiwan Stock Exchange","USD","TWD","31.62","-"
"023890","ATLAS BX CO. LTD.","KR7023890007","6214032","0.0104","Consumer Discretionary","Equity","Korea (South)","$745,531","24,613","30.29","Korea Exchange (Kosdaq)","USD","KRW","1,173.65","-"
"052260","BIOLAND LTD","KR7052260007","6353065","0.0104","Consumer Staples","Equity","Korea (South)","$745,227","26,464","28.16","Korea Exchange (Kosdaq)","USD","KRW","1,173.65","-"
"063080","GAMEVIL INC.","KR7063080006","B4YLXJ6","0.0104","Information Technology","Equity","Korea (South)","$745,236","9,686","76.94","Korea Exchange (Kosdaq)","USD","KRW","1,173.65","-"
"3883","CHINA AOYUAN PROPERTY GROUP LTD.","KYG2112H1065","B247M48","0.0103","Financials","Equity","China","$744,515","4,036,000","0.18","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"GNB","GETIN NOBLE BANK SA","PLGETBK00012","B7F0DW6","0.0103","Financials","Equity","Poland","$744,386","2,573,766","0.29","Warsaw Stock Exchange/Equities/Main Market","USD","PLN","3.84","-"
"002960","HANKOOK SHELL OIL CO. LTD.","KR7002960003","6495417","0.0103","Energy","Equity","Korea (South)","$743,775","1,927","385.98","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"AEONCR","AEON CREDIT SERVICE (M)","MYL5139OO000","B29H4P8","0.0102","Financials","Equity","Malaysia","$736,364","211,500","3.48","Bursa Malaysia","USD","MYR","3.88","-"
"3777","CHINA FIBER OPTIC NETWORK SYSTEM G","KYG211521060","B4RCHB6","0.0102","Information Technology","Equity","Hong Kong","$734,125","3,624,800","0.20","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"9907","TON YI INDUSTRIAL CORP.","TW0009907006","6897864","0.0102","Materials","Equity","Taiwan","$733,020","1,505,000","0.49","Taiwan Stock Exchange","USD","TWD","31.62","-"
"3998","BOSIDENG INTERNATIONAL HOLDINGS LT","KYG126521064","B24FZ32","0.0102","Consumer Discretionary","Equity","Hong Kong","$732,652","7,376,000","0.10","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"069080","WEBZEN INC","KR7069080000","6614483","0.0102","Information Technology","Equity","Korea (South)","$731,364","25,172","29.05","Korea Exchange (Kosdaq)","USD","KRW","1,173.65","-"
"SAMART.R","SAMART CORPORATION NON-VOTING DR P","TH0374010R17","6724252","0.0101","Information Technology","Equity","Thailand","$729,975","1,239,900","0.59","Stock Exchange Of Thailand","USD","THB","35.16","-"
"6153","CAREER TECHNOLOGY (MFG.) CO. LTD.","TW0006153000","6431949","0.0101","Information Technology","Equity","Taiwan","$729,399","1,025,000","0.71","Taiwan Stock Exchange","USD","TWD","31.62","-"
"2349","RITEK CORP.","TW0002349008","6740753","0.0101","Information Technology","Equity","Taiwan","$726,612","8,033,000","0.09","Taiwan Stock Exchange","USD","TWD","31.62","-"
"PNLF","PANIN FINANCIAL","ID1000095607","6671422","0.0101","Financials","Equity","Indonesia","$725,482","36,044,900","0.02","Indonesia Stock Exchange","USD","IDR","13,514.06","-"
"SUPER.R","SUPERBLOCK NON-VOTING DR PCL","TH0833010R12","B07CXZ4","0.0101","Utilities","Equity","Thailand","$725,328","15,742,300","0.05","Stock Exchange Of Thailand","USD","THB","35.16","-"
"2856","MASTERLINK SECURITIES CORP.","TW0002856002","6562861","0.0100","Financials","Equity","Taiwan","$722,426","2,414,592","0.30","Taiwan Stock Exchange","USD","TWD","31.62","-"
"ESSO.R","ESSO (THAILAND) PCL NVDR","TH0975010R11","B2R3W54","0.0100","Energy","Equity","Thailand","$720,367","4,824,400","0.15","Stock Exchange Of Thailand","USD","THB","35.16","-"
"ALSC3","ALIANSCE SHOPPING CENTERS S/A","BRALSCACNOR0","B23FNB7","0.0100","Financials","Equity","Brazil","$716,401","187,200","3.83","XBSP","USD","BRL","3.49","-"
"3006","ELITE SEMICONDUCTOR MEMORY TECHNOL","TW0003006003","6443386","0.0099","Information Technology","Equity","Taiwan","$715,689","794,000","0.90","Taiwan Stock Exchange","USD","TWD","31.62","-"
"2501","CATHAY REAL ESTATE DEVELOPMENT CO.","TW0002501004","6179733","0.0099","Financials","Equity","Taiwan","$713,487","1,494,000","0.48","Taiwan Stock Exchange","USD","TWD","31.62","-"
"PIOH","PIONEERS HOLDING","EGS691L1C018","B3B6698","0.0099","Financials","Equity","Egypt","$711,639","648,681","1.10","Egyptian Exchange","USD","EGP","7.83","-"
"KKP.R","KIATNAKIN BANK NON-VOTING DR PCL","TH0121010R12","6361411","0.0098","Financials","Equity","Thailand","$704,377","798,900","0.88","Stock Exchange Of Thailand","USD","THB","35.16","-"
"956","CHINA SUNTIEN GREEN ENERGY CORP. L","CNE100000TW9","B3ZXLP6","0.0098","Energy","Equity","China","$703,333","4,009,000","0.18","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1714","HO TUNG CHEMICAL CORP.","TW0001714004","6422642","0.0098","Materials","Equity","Taiwan","$703,114","3,313,177","0.21","Taiwan Stock Exchange","USD","TWD","31.62","-"
"FPT","FOUNTAINHEAD PROP LTD TRUST","ZAE000097416","6838863","0.0097","Financials","Equity","South Africa","$700,962","928,466","0.75","Johannesburg Stock Exchange","USD","ZAR","12.80","-"
"060980","HALLA HOLDINGS CORP","KR7060980000","B3XF336","0.0097","Industrials","Equity","Korea (South)","$699,985","15,530","45.07","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"38","FIRST TRACTOR LTD H","CNE100000320","6002895","0.0097","Industrials","Equity","China","$699,876","1,016,000","0.69","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"3899","CIMC ENRIC HOLDINGS LTD","KYG2198S1093","B0M6DX9","0.0097","Industrials","Equity","China","$699,009","1,136,000","0.62","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"4180","TWI PHARMACEUTICALS INC","TW0004180005","B927VK8","0.0097","-","Equity","Taiwan","$697,377","98,000","7.12","Gretai Securities Market","USD","TWD","31.62","-"
"2376","GIGA-BYTE TECHNOLOGY CO. LTD.","TW0002376001","6129181","0.0097","Information Technology","Equity","Taiwan","$696,187","904,000","0.77","Taiwan Stock Exchange","USD","TWD","31.62","-"
"1112","BIOSTIME INTERNATIONAL HOLDINGS LT","KYG112591014","B4ZB3G2","0.0097","Consumer Staples","Equity","China","$694,985","368,000","1.89","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"BEL","BELLE CORP","PHY0775S1043","6090180","0.0096","Financials","Equity","Philippines","$694,298","8,584,900","0.08","Philippine Stock Exchange Inc.","USD","PHP","45.75","-"
"001230","DONGKUK STEEL MILL LTD","KR7001230002","6276117","0.0096","Materials","Equity","Korea (South)","$694,155","141,440","4.91","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"MCP","MELCO CROWN PHILIPPINES RESORTS CO","PHY5961U1026","B92F4C5","0.0096","Consumer Discretionary","Equity","Philippines","$691,193","4,160,800","0.17","Philippine Stock Exchange Inc.","USD","PHP","45.75","-"
"BJCORP","BERJAYA","MYL3395OO000","B0W1VM9","0.0096","Industrials","Equity","Malaysia","$690,997","6,870,100","0.10","Bursa Malaysia","USD","MYR","3.88","-"
"TTKPRESTIG","TTK PRESTIGE LTD","INE690A01010","6907484","0.0096","Consumer Discretionary","Equity","India","$689,776","11,292","61.09","National Stock Exchange Of India","USD","INR","63.76","-"
"1234","HEY-SONG CORP","TW0001234003","6147440","0.0096","Consumer Staples","Equity","Taiwan","$688,610","672,000","1.02","Taiwan Stock Exchange","USD","TWD","31.62","-"
"1236","NATIONAL AGRICULTURAL HOLDINGS LTD","KYG6372U1031","BKWNZJ0","0.0096","Information Technology","Equity","Hong Kong","$687,936","1,498,000","0.46","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"3041","ALI CORP.","TW0003041000","6174761","0.0095","Information Technology","Equity","Taiwan","$686,849","1,677,000","0.41","Taiwan Stock Exchange","USD","TWD","31.62","-"
"3227","PIXART IMAGING INC","TW0003227005","6673365","0.0095","Information Technology","Equity","Taiwan","$685,763","317,000","2.16","Gretai Securities Market","USD","TWD","31.62","-"
"8069","E INK HOLDINGS INC","TW0008069006","6744283","0.0095","Information Technology","Equity","Taiwan","$683,562","1,736,000","0.39","Gretai Securities Market","USD","TWD","31.62","-"
"2332","D-LINK CORP.","TW0002332004","6254878","0.0095","Information Technology","Equity","Taiwan","$681,695","2,174,991","0.31","Taiwan Stock Exchange","USD","TWD","31.62","-"
"2006","TUNG HO STEEL ENTERPRISE CORP.","TW0002006004","6907310","0.0095","Materials","Equity","Taiwan","$680,967","1,107,000","0.62","Taiwan Stock Exchange","USD","TWD","31.62","-"
"005990","MAEIL DAIRY INDUSTRY CO. LTD.","KR7005990007","6326669","0.0094","Consumer Staples","Equity","Korea (South)","$679,990","20,333","33.44","Korea Exchange (Kosdaq)","USD","KRW","1,173.65","-"
"3022","IEI INTEGRATION CORP","TW0003022000","6343798","0.0094","Information Technology","Equity","Taiwan","$678,960","501,582","1.35","Taiwan Stock Exchange","USD","TWD","31.62","-"
